code,city,country,lat,lon,ip
N/A, N/A, FR, 48.860001, 2.350000,193.164.196.82
,,,,,
N/A, N/A, FR, 48.860001, 2.350000,193.164.196.120
N/A, N/A, FR, 48.860001, 2.350000,193.164.196.82
N/A, N/A, FR, 48.860001, 2.350000,193.164.197.60
WA, Washington, US, 47.610298, -122.334099,205.251.251.236
N/A, N/A, FR, 48.860001, 2.350000,62.161.94.220
N/A, N/A, FR, 48.860001, 2.350000,91.216.195.3
N/A, N/A, US, 38.000000, -97.000000,93.184.216.180
